player_name,position,team,conf,games_played,game_min_%,pts_per_game,field_goal_% ,3_pt_%,Free_throw_%,offensive_rebound_per_game,defensive_ rebound_per_game,AST_per_game,stl_per_game,blk_per_game,offensive_rating,usage,classification,year
Trevion Williams,C,Purdue,B10,28,62.2,15.5357,52.5,0,0.5,17.5,25,24.9,1.6,3,104.8,35.4,Sr,2022
Jordan Henderson,Wing G,Canisius,MAAC,13,71.3,9.0769,47.6,0.412,0.739,3.2,13.2,12.2,0.8,0.8,96.9,17.9,Sr,2022
Isaiah Kelly,,Yale,Ivy,14,4.1,,55.6,0,0.333,5.3,4.7,4,0,2.5,100.6,14.2,Jr,2022
Quinn Blair,Wing F,William & Mary,CAA,16,64.5,11.6875,46.5,0.279,0.768,7.8,16.2,6.9,1.2,0.2,104.4,23,Sr,2022
Chase Audige,Wing G,Northwestern,B10,23,70,12.2917,47.5,0.342,0.545,3.3,11.9,14.6,3.2,1.7,86.9,27,Jr,2022
L.J. Owens,Wing G,UMBC,AE,19,73.4,9.0526,53.8,0.395,0.692,1,9.1,4.4,1.8,0.2,104.7,14.2,Sr,2022
Allen Betrand,Wing G,Rhode Island,A10,18,33.6,4.6667,41.1,0.278,0.714,3,5.7,7.7,2,1.6,82.9,16.3,Sr,2022
Mehkel Harvey,C,William & Mary,CAA,17,52.6,4.4706,51.6,0,0.522,12.2,20.6,4.7,0.7,11.6,101.1,14,Sr,2022
Juan Ducasse,PF/C,Santa Clara,WCC,4,1.2,0.4,50,0,0,49.7,36,0,6.2,0,70.9,35.3,Jr,2022
Landers Nolley II,Wing G,Memphis,Amer,28,68.4,13.1429,52.1,0.387,0.803,3.6,12.7,13.3,2.2,0.8,102.7,23.1,Jr,2022
Isaiah Wilkins,Combo G,Longwood,BSth,16,18.5,1.8824,44.6,0.333,0.667,3,16.4,16.6,4.6,0.7,106.1,12.2,Sr,2022
Robert Braswell,Stretch 4,Charlotte,CUSA,24,25.9,3.75,47.5,0.298,0.833,4.3,12.4,1.8,2,2.8,104.9,15.3,Jr,2022
Jalen Carey,Wing G,Rhode Island,A10,23,36.1,4.2609,42.7,0,0.571,3.4,14.9,6.9,1.4,2.1,71.4,20.4,Jr,2022
Marque Maultsby,Wing G,North Carolina Central,MEAC,16,61.9,6.4706,35.4,0.26,0.444,3.3,7.8,10.2,1.3,0.5,77,18.3,Sr,2022
Rod Brown,PF/C,Jacksonville,ASun,18,53.5,7.4,42.3,0,0.62,9,13,10.4,1.4,1.4,87.3,19.2,Sr,2022
Michael Wynn,Stretch 4,Akron,MAC,17,24.8,4.6667,57.1,0.313,0.5,7.4,15.6,14,1.9,2.8,111.1,19.7,Sr,2022
Francis Okoro,,Saint Louis,A10,29,39,,53.7,0,0.471,12.5,16.6,2.3,1.1,5.3,106.1,12.8,Jr,2022
Bryce Hamilton,Wing G,UNLV,MWC,23,76.3,17.875,46.6,0.299,0.656,4.4,18.2,22.3,2.4,0.3,96.9,32.4,Sr,2022
Collin Welp,PF/C,UC Irvine,BW,25,66.7,15.1481,49.2,0.34,0.811,4.9,26.7,13.6,2.6,2.6,109.7,28,Sr,2022
Zach Chappell,Scoring PG,Sacramento St.,BSky,13,28.8,7.1538,62.1,0.5,0.724,7.8,5.9,12.9,3.4,0.5,125.1,21,Sr,2022
Miles Norris,Wing F,UC Santa Barbara,BW,25,64.6,9.7407,54.4,0.373,0.757,3.4,17.3,13.7,1.7,3.6,114,18.1,Sr,2022
Kaison Hammonds,Scoring PG,San Jose St.,MWC,5,6.3,1.6667,16.7,0.143,1,0,4.4,7.7,1.2,0,65,13.2,Sr,2022
Seneca Knight,Wing F,BYU,WCC,3,10.8,9.25,24.3,0.167,0.667,6.2,21.7,10.5,3.4,0,65.2,32.2,Sr,2022
Stanley Henderson Jr.,PF/C,Samford,SC,16,11.5,1.3333,50,0,0.333,11.7,18,14.7,2,3.2,89.2,14.3,Jr,2022
Maizen Fausett,Stretch 4,Southern Utah,BSky,18,72.2,13.4783,58.9,0.352,0.823,9.7,18.3,5,1.1,2.8,128.7,18.9,Sr,2022
Caleb Nero,Combo G,North Dakota,Sum,26,56.5,8.7308,49.5,0.345,0.833,1,8.5,15.5,1.6,0.2,102.9,20.2,Jr,2022
Dima Zdor,C,Grand Canyon,WAC,12,6.3,1.7692,50,0,0.636,9.2,24.8,10.9,0,0,102.8,23.1,Sr,2022
Antonio Rizzuto,Combo G,Towson,CAA,16,73.8,12.5,53.7,0.362,0.722,1.4,5.6,4.9,1.6,0.7,102.8,20.6,Sr,2022
Erik Stevenson,Combo G,South Carolina,SEC,26,66.3,9.2692,43.2,0.298,0.789,2.3,13.2,16.3,2.4,1,89.9,22.3,Sr,2022
Morris Udeze,C,Wichita St.,Amer,20,61,10.3182,58.2,0,0.672,6,14.7,4.3,1.7,3.1,102.6,20.5,Sr,2022
Madiaw Niang,C,Florida Atlantic,CUSA,18,13.6,1.5,52.4,0,0.5,12.7,7.8,1.8,1.7,5.6,95.3,15,Sr,2022
Logan Johnson,Wing G,Saint Mary's,WCC,20,66.6,13.3,48.7,0.232,0.745,2.1,11.6,13,1.8,1,101.8,23.7,Sr,2022
Jairus Hamilton,Wing F,Western Kentucky,CUSA,30,51,6.4839,57.3,0.43,0.646,2.1,10.7,6.9,0.8,0.6,106.8,16.5,Sr,2022
Caleb Catto,Wing G,Florida Gulf Coast,ASun,16,79.1,13.3333,52.7,0.381,0.722,2.5,12.8,9.9,2.5,0.2,104.5,19.6,Sr,2022
Zach Scott,Wing G,McNeese St.,Slnd,14,22.1,3.6111,41,0.348,0.833,3.1,11.6,5.5,1.8,0.7,81.3,15.4,Sr,2022
Matt Gray,Stretch 4,UC San Diego,BW,8,10.3,3.1818,47.8,0.333,0,0,14.9,17.3,0,5.2,89.7,22.9,Jr,2022
Liam Robbins,PF/C,Vanderbilt,SEC,23,48.3,11.7391,48.3,0.327,0.694,9.8,18.9,9.9,1.5,10.9,103.9,24.8,Sr,2022
Jawaun Newton,Wing G,Evansville,MVC,22,70.4,13.5,54.1,0.329,0.8,4.4,15.1,16.9,1.7,1.8,107.1,24.6,Sr,2022
Shamar Givance,Scoring PG,Evansville,MVC,25,78.2,13.32,51.2,0.364,0.775,3.4,14.5,30.2,3.2,0.1,103,28.6,Sr,2022
Logan Dye,Stretch 4,Samford,SC,17,44,9.7368,47,0.243,0.659,9.8,16.6,6.3,1.4,2.1,97.3,26.4,Sr,2022
Ralph Bissainthe,Wing F,Central Michigan,MAC,20,56.8,7.7391,43.6,0.306,0.618,5.6,17.6,5.5,2,3,91,18.7,Sr,2022
Jordan Lathon,,Milwaukee,Horz,27,59.7,,38.4,0.232,0.684,2,18.4,23.1,2.6,1.8,83.1,16.6,Jr,2022
Coletrane Washington,,Drexel,CAA,32,35.2,,58.1,0.43,0.8,1.6,4.2,7.7,0.8,0.7,114.1,15,Jr,2022
Ithiel Horton,Combo G,Pittsburgh,ACC,22,67,8.9091,49.7,0.371,0.75,1.3,8.4,11.7,1.2,0.6,104.3,16.4,Jr,2022
Matey Juric,Combo G,Drexel,CAA,20,56.1,3.8,43,0.29,0.818,2.3,8.9,11.5,2.6,0,94.4,12.5,Sr,2022
Camren Wynter,Scoring PG,Drexel,CAA,20,89.9,16.25,52.4,0.415,0.827,1.6,10.6,30.5,1.5,0.1,107.5,26.2,Sr,2022
Kale Catchings,,Harvard,Ivy,4,2,,35.7,0.167,0.25,0,9.6,15.7,2.5,0,84.7,18.6,Jr,2022
Jay Nagle,Wing F,UC Santa Barbara,BW,14,6.7,1.75,36.7,0.231,0.667,0,9,2.5,0.9,0,99.2,13.4,Sr,2022
Amadou Sow,C,UC Santa Barbara,BW,25,65,13.6154,56.1,0.077,0.833,10.4,25.9,4.4,1.4,2.5,111,25.2,Sr,2022
Souleymane Diakite,C,NJIT,AE,17,55.5,6.2941,49.4,0,0.592,5.9,19.1,9.3,1.9,4.5,96.4,16.3,Sr,2022
Kjell de Graaf,PF/C,NJIT,AE,18,40.1,3.3333,45.1,0.222,0.667,6.4,10.7,9.6,0.2,3.3,106.1,12.4,Sr,2022
Cantavio Dutreil,PF/C,Sacred Heart,NEC,16,45.7,7.125,45.5,0,0.564,17.5,29.5,3.3,0.9,3.2,98.4,21.9,Sr,2022
Aleksa Matic,Wing G,North Alabama,ASun,19,17.8,3.3913,52.4,0.379,1,4.7,12.7,5.7,2.4,3.5,110.8,17,Sr,2022
Ahsan Asadullah,PF/C,Lipscomb,ASun,23,73.3,14.1481,58.8,0,0.5,10.5,20.8,30.6,1.8,2.7,102.2,31.6,Sr,2022
Cameron Parker,Pure PG,Montana,BSky,23,64.2,8.3571,54.7,0.474,0.723,0.9,9.1,36.8,1,0,105.4,20.8,Sr,2022
Zach Pfaffenberger,,Sacred Heart,NEC,25,23.3,,49.3,0,0.571,11.5,10,3.3,0.4,1.6,106.4,14.2,Jr,2022
Aaron Clarke,Scoring PG,Sacred Heart,NEC,16,69.9,13.25,41.6,0.258,0.81,0.9,4.1,19.6,1.5,0.2,97.9,24.1,Sr,2022
Cameron Wilbon,Wing F,Sacramento St.,BSky,18,43.2,5.5263,47.5,0.286,0.733,7.4,14.5,4,1.1,0.7,97,17.5,Sr,2022
Koreem Ozier,Combo G,Louisiana Monroe,SB,26,81.5,11.4231,49.4,0.336,0.653,1.9,12.9,17.9,2.3,0.4,92.4,21.7,Sr,2022
Myles Thompson,Wing F,St. Francis PA,NEC,20,63.9,10.1,41.3,0.25,0.698,6.1,15.4,8.1,1.1,0.8,90,21.9,Sr,2022
Marcus Bingham Jr.,C,Michigan St.,B10,28,28.5,3.5357,50,0,0.738,7.4,23.9,5.5,2.9,12.7,111.9,15.4,Sr,2022
Zac Watson,PF/C,Longwood,BSth,28,53.4,5.6552,62.9,0,0.565,9.2,16.4,3.8,2.1,3,107.9,14.7,Sr,2022
Jeremiah Gambrell,Combo G,Prairie View A&M,SWAC,19,62.1,10.6316,47.3,0.314,0.727,2.7,8.5,11.3,3.1,0.4,96.7,20.7,Jr,2022
Callum McRae,,UC Riverside,BW,29,61.4,,52.9,0,0.705,8.8,20.6,15.6,0.8,4.7,98.5,24.9,Jr,2022
Oddyst Walker,Wing G,Alcorn St.,SWAC,16,53.6,8.875,45.5,0.355,0.714,6.2,8.5,4.3,3.5,0.6,98,19.1,Sr,2022
Jalon Clark,,Prairie View A&M,SWAC,22,15.7,,48.8,0.182,0.444,4,14.2,9.8,1,0,77.1,20.9,So,2022
Jock Hughes,PF/C,Prairie View A&M,SWAC,6,6.8,3.1667,95,0.833,0,5.8,20.1,3.2,1,0,104,13.2,Jr,2022
Caden Sanchez,PF/C,High Point,BSth,24,37.7,2.8333,36.4,0.286,0.625,8.5,15.3,6.9,0.3,7.4,85.7,14.7,Sr,2022
Trey Woodbury,Combo G,Utah Valley,WAC,20,81.9,15.5909,53.3,0.345,0.824,0.9,12.4,23,1.6,0.9,105.6,23.4,Sr,2022
Austin Smellie,Wing G,Idaho St.,BSky,19,85.5,8.4583,43.9,0.284,0.804,2.9,9.6,6.9,1.1,0.2,98.2,12.9,Sr,2022
Foster Loyer,Pure PG,Davidson,A10,19,28.1,4.1579,41.9,0.327,0.88,1.4,9.2,25,0.7,0.3,110.2,15.1,Sr,2022
Brandon Johns Jr.,Wing F,Michigan,B10,28,32.2,4.9286,56.6,0.368,0.795,10.1,10.6,7,1.5,3.2,109.1,20.7,Sr,2022
Adrien Nunez,PF/C,Michigan,B10,10,3,0.6,33.3,0,0,11.5,3.1,0,0,2.9,92.3,13.2,Sr,2022
Ethan Wright,,Princeton,Ivy,25,59.2,,51.9,0.347,0.85,2.2,18,8.2,1.6,0.8,104.5,15.4,Jr,2022
KeShawn Curry,Wing G,VCU,A10,16,27.9,5.75,51.3,0.333,0.583,1.7,12.5,6,2.1,3,89.4,17.8,Sr,2022
Jaelin Llewellyn,,Princeton,Ivy,26,85,,46,0.307,0.78,3,13,14,1.8,0.7,101.3,26.3,Jr,2022
Drew Friberg,,Princeton,Ivy,26,65.8,,56.9,0.397,0.815,2.9,14.7,8.3,2.9,0.3,119.8,14.7,Jr,2022
Max Johns,,Princeton,Ivy,16,12.7,,37,0.143,0.75,2.8,12.5,14.4,2.2,1.5,86.1,14.8,Jr,2022
Isaac Chatman,PF/C,North Alabama,ASun,20,36.3,4.3043,35.6,0,0.792,10.3,21.4,4.7,1.4,6,96.3,19.7,Sr,2022
Milos Stajcic,PF/C,Campbell,BSth,20,28.9,4.7,55.8,0.444,0.471,8.1,18.5,9.1,0.4,0.8,91.7,21.8,Sr,2022
Spencer Johnson,Wing G,BYU,WCC,26,43.8,5.1481,54.7,0.386,0.65,2.7,11.4,8.7,1.5,0.4,100,15.1,Jr,2022
Michael Forrest,Wing G,Florida Atlantic,CUSA,19,72.4,12.4783,57.8,0.377,0.697,2,12.5,8.4,1.7,0,115.5,18.3,Sr,2022
"Antonio Daye, Jr.",Scoring PG,Fordham,A10,18,65.1,17.0909,47.7,0.266,0.722,2.5,14.6,28.2,3.8,0.3,90.3,32.4,Sr,2022
Chris Doherty,PF/C,Northeastern,CAA,12,26.4,5.25,61,0,0.5,21.8,20.3,9.4,0.9,5,121.6,19.1,Jr,2022
Stacey Thomas,C,Louisiana Tech,CUSA,20,8,1.2381,43.8,0,0.4,6.8,8.7,1.8,1.1,2.3,77.8,12.7,Sr,2022
Isaiah Mucius,Stretch 4,Wake Forest,ACC,21,63.4,10.2727,49.7,0.365,0.711,8.2,16.7,5.8,1,1.7,100.2,22.5,Sr,2022
Jamal Bey,Wing G,Washington,P12,26,77.7,10.3077,55.2,0.507,0.73,2,11.7,7.1,1.6,1.8,104,16.6,Sr,2022
Brent Hank,C,Albany,AE,6,2,0,0,0,0,0,9.7,0,0,0,0,8.9,Sr,2022
Trey Jemison,C,UAB,CUSA,27,66.4,7.1379,51,0,0.691,10.6,19.9,7.1,1.5,8.5,103.8,17,Sr,2022
John Newman III,Wing G,Cincinnati,Amer,22,35.4,3.7273,38.5,0.25,0.923,4,12.2,14.3,2.2,1.1,82.9,19.4,Sr,2022
Robert Brown,C,Iona,MAAC,4,4.4,1,33.3,0,0,3.7,7,11.2,0,7.5,35.5,25,Sr,2022
Wynston Tabbs,Combo G,East Carolina,Amer,12,40.4,13.3333,51.2,0.397,0.794,1,10.7,14.1,0.9,0.3,96.1,26,Sr,2022
Nathan Mensah,C,San Diego St.,MWC,27,53.6,8.1071,58.2,0,0.593,11,22.4,5.6,1.7,9.3,111.2,19.8,Sr,2022
Will Richardson,Combo G,Oregon,P12,16,50.7,11.25,53.2,0.403,0.738,2.4,9.3,18.9,1.8,0.2,106.1,18.8,Sr,2022
Christian Anigwe,C,UC Davis,BW,14,42,7.8571,52.5,0,0.634,13.2,16.1,3.8,1.8,3.2,97.7,22.4,Sr,2022
George Maslennikov,Stretch 4,Canisius,MAAC,13,17.9,2.0769,44.2,0.143,1,8,14.1,8.6,0.6,0,80.4,21.1,Sr,2022
Alonzo Sule,PF/C,James Madison,CAA,23,51.6,7.76,47.6,0,0.723,7,11.1,10.3,1.3,3.1,94.8,23.6,Sr,2022
Ja'Shon Henry,Wing F,Bradley,MVC,19,41.3,10.8571,58.9,0.333,0.761,8.1,15.7,5.4,0.7,1.2,114.1,21.9,Sr,2022
Darius McGhee,Wing G,Liberty,ASun,25,80.1,15.5172,57.4,0.397,0.854,1.9,15.4,14.2,1.6,1.6,114.6,24.5,Sr,2022
Rasir Bolton,Combo G,Gonzaga,WCC,21,72.3,15.5238,50.2,0.314,0.843,1.5,15.3,26.4,2.2,0.4,100.5,26.7,Sr,2022
Sam Shafer,Wing F,Albany,AE,11,12.8,1.7273,45,0,0.333,7.9,15.3,7.2,2.1,0,106.5,13.7,Jr,2022
Ari Boya,C,Bradley,MVC,7,10.9,5.5556,53.6,0,0.7,14.4,24.2,1.8,1.6,8,99.7,20,Sr,2022
Eli Parquet,Combo G,Colorado,P12,31,67.7,5.2258,56.9,0.418,0.913,2.2,6.7,7.8,1.9,3,110.8,10.1,Sr,2022
Samuel Chaput,Pure PG,Monmouth,MAAC,20,51.7,3.65,39.7,0.167,0.75,0.8,6.8,23.6,1.3,0.3,92.5,13.2,Sr,2022
Nikkei Rutty,C,Monmouth,MAAC,19,39.4,4.2632,44.3,0,0.551,12.5,19.1,4.5,1.2,5.3,95.4,16.6,Sr,2022
Marcus Hammond,Wing G,Niagara,MAAC,20,86.3,12.65,40.7,0.292,0.765,1.7,18.8,19.8,1.9,0,91.9,24.2,Sr,2022
Steven Levnaic,Wing G,Niagara,MAAC,5,5,2,25,0,1,0,12.2,4.9,4.6,0,94.1,15.3,Jr,2022
Tyrel Bladen,C,Rider,MAAC,23,40.9,5.1739,57.1,0,0.775,11.2,18.6,5.4,1.2,4.4,112,17,Jr,2022
Jalen Pickett,Combo G,Penn St.,B10,14,74.3,12.8571,49.1,0.359,0.75,3.7,16.2,27.8,1.4,3.2,104.5,22.5,Sr,2022
Justin Bean,Wing F,Utah St.,MWC,28,68.1,11.4828,53,0.256,0.803,12.3,19.6,13.9,2.6,1.4,115.3,20.5,Sr,2022
Cole Swider,Wing F,Syracuse,ACC,25,47.1,5.68,57.8,0.402,0.75,3.8,13.9,10.4,1.7,0.5,122.3,14.2,Sr,2022
Jake Forrester,C,Temple,Amer,16,53.4,9.375,57.1,0,0.667,9.5,22.7,0.8,0.2,1.9,98.1,22.9,Sr,2022
Jerome Hunter,Wing F,Xavier,BE,25,43.9,6.28,52.6,0.342,0.519,3.3,14.7,6.6,1.1,0.7,96.9,17.2,Jr,2022
Rob Phinisee,Combo G,Indiana,B10,27,65.6,7.1481,41,0.26,0.638,0.6,9.5,21.4,1.8,1.6,89.8,18.3,Sr,2022
Dragan Elkaz,Pure PG,UC Riverside,BW,3,1.6,0,0,0,0,0,0,11.1,0,0,23.8,10.3,Sr,2022
Damezi Anderson,Scoring PG,Loyola Chicago,MVC,3,0.9,1.25,0,0,0,0,0,15.7,6.3,0,58.3,6.3,Sr,2022
Tuukka Jaakkola,C,Cal Poly,BW,21,33.8,4.9545,43,0,0.615,5.8,11.3,4.7,0.8,5.1,81,21.7,Sr,2022
Tim Finke,Wing G,Wright St.,Horz,23,77.2,10,53.7,0.413,0.735,5.8,16.4,9,1.6,0.6,111.1,15.3,Jr,2022
Deshon Parker,Combo G,Cleveland St.,Horz,19,30.6,1.7143,19.1,0.077,0.55,0.7,6.1,15.3,1,1.1,63.3,10.9,Sr,2022
Warren Williams,C,Manhattan,MAAC,20,64.8,11.45,56.8,0,0.52,11.8,19.5,8.1,1.2,7.1,100.9,23.4,Sr,2022
Taurus Samuels,,Dartmouth,Ivy,28,72.6,,43.3,0.254,0.737,1.6,9.3,14.6,1.4,0.3,92.7,18.7,Jr,2022
Markquis Nowell,Pure PG,Kansas St.,B12,14,42.7,14.2667,41.8,0.326,0.902,4.4,11.1,39.6,4.1,0,95.2,31.7,Sr,2022
Kamani Johnson,,Arkansas,SEC,30,69.8,,51.3,0,0.734,13.2,14.2,15.3,1.4,2,113,22.2,Jr,2022
Tomas Verbinskis,Stretch 4,Lafayette,Pat,13,14.8,1.6923,40,0.286,0.5,6,17.2,11.5,0.6,1,91.9,16.6,Sr,2022
Adrian Delph,Wing G,Appalachian St.,SB,25,83.8,13.0345,47.7,0.341,0.804,1.8,14,7.7,2.2,1.7,96.9,21.5,Sr,2022
Luis Rodriguez,Wing F,Mississippi,SEC,28,66,7.6071,51.4,0.333,0.607,7.2,20.9,14.4,3.6,2.6,104.9,17,Jr,2022
Amari Kelly,PF/C,UNC Wilmington,CAA,14,15.4,2.5,50,0.333,0,9.8,10.1,0,1.1,4.2,85.3,19.2,Jr,2022
Tyler Harris,Combo G,Memphis,Amer,24,57.5,7.5417,48,0.317,0.842,1.4,6.7,8.3,2.4,0.2,89.7,19,Sr,2022
Alex Lomax,Pure PG,Memphis,Amer,19,36.6,6,49.4,0.353,0.711,3.8,11.2,34.1,4.6,1.7,106.1,18.5,Sr,2022
Antwann Jones,Stretch 4,Louisiana Lafayette,SB,30,26.1,3.4,44,0.324,0.688,5.4,16.9,20,1.2,2,99.2,21.4,Jr,2022
Jayden Hardaway,Wing G,Memphis,Amer,28,24.8,2.6429,39.7,0.176,0.615,3.6,3.9,10.2,1.8,1.7,94.9,15.6,Jr,2022
Madut Akec,Wing F,Detroit,Horz,15,18.7,2.4667,48.5,0.368,1,4,14.3,6.5,1.5,0.8,85.7,15.1,Jr,2022
Xavier Castaneda,Scoring PG,Akron,MAC,20,56.6,8.45,44,0.387,0.881,0.9,10.5,23.8,1.1,0.5,99.7,20.8,Sr,2022
Michael Durr,PF/C,Indiana,B10,18,56.8,8.7895,42.6,0.211,0.793,12,23.1,4.1,1.5,4.6,104.5,18.5,Sr,2022
Race Thompson,PF/C,Indiana,B10,27,68.3,9.1481,52.4,0.2,0.614,8.3,17.4,10.3,2.2,5.2,108.8,18,Sr,2022
Jabari Rice,Wing G,New Mexico St.,WAC,16,70.7,13.1667,55.1,0.353,0.818,3.6,17.6,15.4,1.3,1.7,110,22.4,Sr,2022
Warren Washington,C,Nevada,MWC,25,54.6,9.9615,57.1,0,0.652,9.3,21.2,7.2,1,3.5,108.6,22.3,Jr,2022
Jaiden Delaire,Wing F,Stanford,P12,24,60,12.5417,49.8,0.326,0.756,4.6,13,8.1,1.9,1.5,97.2,24.9,Sr,2022
Keenan Fitzmorris,C,Stanford,P12,5,0.7,0,0,0,0,0,14.1,0,0,0,0,10.6,Jr,2022
Lukas Kisunas,C,Stanford,P12,26,37.2,3.2692,54.8,0,0.459,8.7,16.8,6,0.8,2.8,94.2,14,Sr,2022
Cormac Ryan,Wing G,Notre Dame,ACC,25,70.7,9.92,48.6,0.344,0.822,3.7,13.1,15.9,2.1,1.2,101.2,20.6,Sr,2022
DaQuan Smith,Combo G,Murray St.,OVC,23,39.7,4.48,51.8,0.327,0.733,2.3,6.5,12.3,1.7,1.2,105.4,14.6,Jr,2022
Jarron Coleman,Wing G,Missouri,SEC,13,37.7,13.8462,59.6,0.425,0.781,4.8,15.8,24.8,1.4,1.8,106.7,26.2,Jr,2022
Tayler Mattos,C,New Hampshire,AE,13,26.3,4.8462,42.5,0.125,0.6,11,22.8,7.4,1.2,6.8,95.8,21,Sr,2022
Caleb Fields,Combo G,Bowling Green,MAC,24,67,6.88,45.5,0.289,0.625,3.3,11.1,13.4,1.8,0.6,101.7,14.1,Sr,2022
Connor Harding,Wing G,Utah Valley,WAC,25,49.7,5.4231,49.1,0.309,0.846,2.8,10.6,11.9,1.4,0.8,106.9,14.2,Sr,2022
AJ Green,Combo G,Northern Iowa,MVC,3,11.7,22.3333,56.3,0.407,0.667,3.1,15.6,19,2.1,2.2,99.7,30.9,Sr,2022
Jordan Phillips,Wing G,Detroit,Horz,22,45.7,7.2,41.3,0.385,0.726,3.1,11.6,11.1,1.5,1.2,90.1,21.8,Sr,2022
Matt Herasme,Wing G,Marist,MAAC,18,56,5.8889,47.2,0.273,0.629,2.9,15.2,7.7,1.5,1.3,94.8,13.9,Sr,2022
Samir Stewart,Scoring PG,Manhattan,MAAC,16,55.3,8.5625,42.8,0.294,0.76,3.2,4,21.1,3.1,0.5,98.9,18.1,Sr,2022
Christian Hinckson,Stretch 4,Binghamton,AE,14,26.1,3.0714,41,0.182,0.579,7,22.2,6.2,2.2,4.6,74.6,19.4,Sr,2022
Elijah Buchanan,Wing G,Manhattan,MAAC,19,75.3,11.4211,39.1,0.281,0.707,7,15,17.6,3.1,4.8,92.5,22.6,Sr,2022
Ochai Agbaji,Wing G,Kansas,B12,29,84.6,14.2,52.8,0.371,0.681,2.9,9.1,11.1,1.9,1.6,109.6,19.8,Sr,2022
Joey Calcaterra,Combo G,San Diego,WCC,12,63.7,13.3333,49.3,0.377,0.867,0.3,11.8,13.2,1.8,1.1,97,22.6,Sr,2022
David Wingett,Wing G,South Dakota St.,Sum,20,39.8,6.1429,51.1,0.368,0.727,2.2,12.2,5.7,1.1,2.5,100.4,16.4,Jr,2022
Jamari Blackmon,Combo G,North Alabama,ASun,20,63.3,10.0833,44.6,0.291,0.81,1.7,7.4,15.7,1.1,0.2,95.5,21.1,Sr,2022
Juan Munoz,Combo G,Hawaii,BW,28,81.7,12.9655,49.5,0.386,0.807,0.6,11.4,18.7,2.2,0,100.7,23.1,Sr,2022
Jeenathan Williams,Wing G,Buffalo,MAC,24,76.4,17.48,53.2,0.388,0.7,5.7,15.9,14.6,1.9,1.3,108.8,25.6,Sr,2022
Nevin Zink,C,Boston University,Pat,22,65.3,9,61.2,0,0.675,9.6,15.9,4.6,1.3,2.9,106.6,18.4,Sr,2022
Ronaldo Segu,Scoring PG,Buffalo,MAC,24,81.9,13.36,49.4,0.391,0.809,2.3,7.5,20.9,1.4,0.4,110,20.1,Sr,2022
Brandon Martin,Wing F,South Carolina,SEC,2,1.6,1.3333,66.7,0,0,16.8,26.1,16.4,4.2,0,105.2,18.7,Sr,2022
Bryson Mozone,Wing F,USC Upstate,BSth,19,56.4,9,49,0.392,0.731,3.1,14.5,5.1,1.3,2.7,97,17.7,Sr,2022
Nick Muszynski,C,Belmont,OVC,26,56.2,15.1481,59,0.154,0.742,6.5,18.8,13.1,0.5,6.6,119.5,25.5,Sr,2022
Tate Pierson,Combo G,Belmont,OVC,27,33,3.0741,52.9,0.362,0.714,2.8,8.5,13.1,2,0,118.9,11.3,Sr,2022
D.J. Burns Jr.,C,Winthrop,BSth,25,39.2,10.12,58.2,0,0.61,8.1,16.1,8.8,2.1,3.5,112.4,26.2,Jr,2022
Alanzo Frink,PF/C,East Carolina,Amer,3,6.7,3.3333,44.4,0,0.5,5.3,17.1,0,0,2,74.7,12.3,Sr,2022
Keyshawn Bryant,Wing F,South Carolina,SEC,18,57.9,14.3889,49.8,0.207,0.62,5.5,17.5,10.2,2.6,3.8,95.4,26.8,Sr,2022
Jaylen Sims,Wing G,UNC Wilmington,CAA,12,63.3,17.5833,50.7,0.382,0.776,2.5,16.7,11.1,1.4,0.2,105.8,25.7,Sr,2022
Jack Hoiberg,Wing G,UT Arlington,SB,14,3.9,0.5,15.4,0,0.429,2.6,5.1,19.8,0,0,59.4,20.7,Sr,2022
Brian White,Scoring PG,Northwestern St.,Slnd,27,41.6,5.4643,53,0.417,0.848,1.6,5.9,22.5,1.7,0,107.3,17.1,Sr,2022
Joe Bryant Jr.,Combo G,Norfolk St.,MEAC,19,57,11.1429,48.6,0.409,0.816,2.1,13.7,14.5,2.3,0.5,101.6,21.4,Sr,2022
Jahmel Myers,PF/C,New Orleans,Slnd,24,46.7,4.56,41.2,0,0.676,6.1,12.3,8.1,2,2.4,87.6,15.6,Sr,2022
Nate Roberts,C,Washington,P12,26,54.5,5.1538,55.3,0,0.536,11.1,18.7,4,0.8,1.9,102.8,14.6,Jr,2022
Deon Stroud,Wing G,Fresno St.,MWC,21,54,12.2174,52.5,0.346,0.62,6.9,13.2,7.1,2.3,1,98,29.4,Jr,2022
Ty Brewer,Wing F,East Tennessee St.,SC,23,55.1,8.52,51.8,0.333,0.722,6.2,14.7,7.2,2.6,1.8,110.2,19.2,Sr,2022
Parker Edwards,PF/C,LSU,SEC,5,1.2,0,0,0,0,0,29,0,0,0,0,7.8,Jr,2022
Ethan Igbanugo,Combo G,North Dakota,Sum,26,66.9,8.2692,51.2,0.37,0.696,0.7,7.7,14,1.2,0.7,96.8,17.6,Sr,2022
Aaron Fiegen,PF/C,South Dakota St.,Sum,9,2,0.4,100,0,0,0,6.4,0,0,6.1,200,2.1,Jr,2022
Aanen Moody,Combo G,Southern Utah,BSky,16,27.8,5.15,57.3,0.386,0.75,0.5,9.7,7,1.9,1,121.3,13.8,Sr,2022
